provider,category,uuid,dimension_a,dimension_b,price,weight,material,finishing,palette,main_color,main_color_frequency,img_info_percentage
toppstiles,kitchen tile,2955e651-2118-4bdf-88a1-1c6fb31447c3,31.6,23.1,20.76,0.92,quartz,gloss,"[array([27.  , 27.  , 26.  ,  0.28]), array([8.9e+01, 8.5e+01, 8.1e+01, 8.0e-02]), array([1.52e+02, 1.52e+02, 1.49e+02, 1.10e-01]), array([181.  , 181.  , 176.  ,   0.27]), array([202.  , 203.  , 200.  ,   0.26])]",[27. 27. 26.],0.28,0.998
toppstiles,kitchen tile,8721540e-fc8b-4b10-9a73-fb315aca05ba,13.84,18.99,45.1,0.68,ceramic,matt,"[array([4.2e+01, 4.3e+01, 4.4e+01, 3.0e-02]), array([1.12e+02, 1.14e+02, 1.17e+02, 5.00e-02]), array([159.  , 160.  , 160.  ,   0.18]), array([179.  , 179.  , 179.  ,   0.37]), array([198.  , 198.  , 198.  ,   0.37])]",[179. 179. 179.],0.37,0.998
toppstiles,kitchen tile,792b36b4-6b96-4dc0-aaca-2af565ad7dd2,26.74,15.05,27.87,0.71,limestone,gloss,"[array([65.  , 72.  , 82.  ,  0.25]), array([ 82.  ,  94.  , 106.  ,   0.25]), array([102.  , 119.  , 133.  ,   0.21]), array([1.25e+02, 1.48e+02, 1.62e+02, 1.60e-01]), array([1.50e+02, 1.77e+02, 1.90e+02, 1.30e-01])]",[65. 72. 82.],0.25,0.997
toppstiles,kitchen tile,b63a9339-8d19-406d-bb3a-0b80f90c4caa,21.81,39.89,5.01,0.59,porcelain,matt,"[array([7.9e+01, 6.2e+01, 4.6e+01, 2.0e-02]), array([166. , 148. , 142. ,   0.2]), array([177.  , 167.  , 165.  ,   0.48]), array([193.  , 180.  , 178.  ,   0.28]), array([2.36e+02, 2.28e+02, 2.32e+02, 1.00e-02])]",[177. 167. 165.],0.48,0.997
toppstiles,kitchen tile,50505b44-3857-496d-9c2e-aec0b4f3b59a,35.66,27.83,17.76,0.7,wood,gloss,"[array([71. , 54. , 34. ,  0.1]), array([126.  ,  99.  ,  74.  ,   0.26]), array([154. , 137. , 119. ,   0.3]), array([186.  , 176.  , 166.  ,   0.28]), array([2.33e+02, 2.30e+02, 2.24e+02, 7.00e-02])]",[154. 137. 119.],0.3,0.997
toppstiles,kitchen tile,5cd09dfb-0eee-4c52-9078-2af3e1be6fd8,39.92,11.42,33.9,1.35,marble,matt,"[array([6.3e+01, 4.5e+01, 3.0e+01, 5.0e-02]), array([1.13e+02, 9.50e+01, 8.20e+01, 4.00e-02]), array([1.77e+02, 1.61e+02, 1.54e+02, 1.40e-01]), array([215.  , 203.  , 194.  ,   0.43]), array([228.  , 218.  , 210.  ,   0.34])]",[215. 203. 194.],0.43,0.997
toppstiles,kitchen tile,fcee1518-5a8a-43f5-b06e-96c111c40fff,38.83,8.33,35.56,0.94,marble,matt,"[array([76.  , 44.  , 30.  ,  0.16]), array([140.  ,  84.  ,  67.  ,   0.25]), array([177. , 124. , 102. ,   0.3]), array([200.  , 163.  , 148.  ,   0.22]), array([2.24e+02, 2.23e+02, 2.23e+02, 7.00e-02])]",[177. 124. 102.],0.3,0.997
toppstiles,kitchen tile,b8da0f88-9d63-4e10-844c-0cc23870d7a3,19.96,36.37,24.11,0.69,porcelain,gloss,"[array([16. , 15. , 12. ,  0.1]), array([7.8e+01, 6.2e+01, 4.3e+01, 6.0e-02]), array([1.40e+02, 1.26e+02, 1.10e+02, 6.00e-02]), array([185.  , 179.  , 170.  ,   0.21]), array([213.  , 212.  , 210.  ,   0.57])]",[213. 212. 210.],0.57,0.997
toppstiles,kitchen tile,3d87ff63-e9db-4266-a3ed-2f03749fffb6,21.37,18.74,40.49,0.94,glass,gloss,"[array([43.  , 22.  , 23.  ,  0.17]), array([88. , 53. , 61. ,  0.3]), array([123.  ,  88.  ,  98.  ,   0.35]), array([1.71e+02, 1.31e+02, 1.10e+02, 1.50e-01]), array([2.16e+02, 2.09e+02, 2.08e+02, 4.00e-02])]",[123.  88.  98.],0.35,0.998
toppstiles,kitchen tile,b219323d-442c-4b6d-8177-d1a63f2d4793,20.01,29.28,34.73,0.9,wood,gloss,"[array([67.  , 40.  , 25.  ,  0.13]), array([112.  ,  66.  ,  38.  ,   0.15]), array([142.  ,  87.  ,  55.  ,   0.24]), array([173.  , 110.  ,  77.  ,   0.29]), array([1.97e+02, 1.35e+02, 9.90e+01, 1.90e-01])]",[173. 110.  77.],0.29,0.998
toppstiles,kitchen tile,957bbe48-33a6-4745-9853-5975617bddf9,15.07,15.79,42.14,0.6,porcelain,gloss,"[array([44. , 49. , 52. ,  0.1]), array([100. , 100. ,  96. ,   0.2]), array([131.  , 130.  , 125.  ,   0.34]), array([161. , 161. , 158. ,   0.2]), array([1.92e+02, 1.94e+02, 1.94e+02, 1.50e-01])]",[131. 130. 125.],0.34,0.998
toppstiles,kitchen tile,0b6c538e-1b0f-43d1-b42a-611232f931d3,6.38,39.38,8.58,0.71,marble,matt,"[array([35.  , 29.  , 22.  ,  0.11]), array([73.  , 67.  , 60.  ,  0.11]), array([106.  , 105.  , 105.  ,   0.22]), array([1.56e+02, 1.54e+02, 1.51e+02, 9.00e-02]), array([190.  , 191.  , 201.  ,   0.46])]",[190. 191. 201.],0.46,0.998
toppstiles,kitchen tile,7dc9f490-3891-409f-bc87-f691f680a78c,39.38,13.39,24.11,1.38,marble,gloss,"[array([41. , 26. , 17. ,  0.1]), array([9.4e+01, 7.8e+01, 6.2e+01, 9.0e-02]), array([143.  , 132.  , 119.  ,   0.18]), array([175.  , 170.  , 163.  ,   0.35]), array([206.  , 203.  , 201.  ,   0.28])]",[175. 170. 163.],0.35,0.998
toppstiles,kitchen tile,f34bb3f1-600d-465f-bc0e-1ccd6b7bd6e5,14.93,27.56,9.21,0.76,stone,matt,"[array([69.  , 68.  , 54.  ,  0.14]), array([111.  , 104.  ,  87.  ,   0.19]), array([151. , 143. , 126. ,   0.2]), array([187.  , 183.  , 174.  ,   0.19]), array([219.  , 216.  , 213.  ,   0.27])]",[219. 216. 213.],0.27,0.998
toppstiles,kitchen tile,98aca13c-4c89-4c69-89ea-29c51d18422a,1.76,23.05,21.38,0.55,granite,gloss,"[array([25.  , 23.  , 19.  ,  0.29]), array([78.  , 76.  , 69.  ,  0.14]), array([116.  , 117.  , 111.  ,   0.14]), array([155.  , 155.  , 149.  ,   0.38]), array([1.95e+02, 1.96e+02, 1.92e+02, 5.00e-02])]",[155. 155. 149.],0.38,0.997
toppstiles,natural stone tile,2ba8f4a3-9c97-4e00-a137-6202e03ab53a,19.06,29.73,19.39,1.17,stone,matt,"[array([26.  , 17.  , 13.  ,  0.21]), array([69.  , 54.  , 45.  ,  0.29]), array([96.  , 83.  , 75.  ,  0.31]), array([1.36e+02, 1.23e+02, 1.11e+02, 1.20e-01]), array([2.10e+02, 1.98e+02, 1.85e+02, 6.00e-02])]",[96. 83. 75.],0.31,0.998
toppstiles,natural stone tile,fed88c2e-5979-403f-b821-865b35686cbb,33.8,21.23,17.28,0.86,marble,matt,"[array([64.  , 45.  , 24.  ,  0.18]), array([101.  ,  81.  ,  56.  ,   0.23]), array([1.49e+02, 1.37e+02, 1.18e+02, 1.30e-01]), array([191.  , 183.  , 172.  ,   0.27]), array([2.34e+02, 2.31e+02, 2.29e+02, 1.80e-01])]",[191. 183. 172.],0.27,0.997
toppstiles,natural stone tile,7c271f4a-e285-417f-8a27-496261f806e5,22.75,19.13,25.05,0.41,marble,matt,"[array([35.  , 29.  , 22.  ,  0.09]), array([1.07e+02, 8.80e+01, 5.60e+01, 9.00e-02]), array([155.  , 130.  ,  94.  ,   0.21]), array([183.  , 158.  , 123.  ,   0.32]), array([209.  , 186.  , 152.  ,   0.29])]",[183. 158. 123.],0.32,0.998
toppstiles,natural stone tile,aaa6184f-69b2-4e96-b626-5c4949db3261,20.69,29.06,0.02,0.33,marble,matt,"[array([1.82e+02, 1.56e+02, 1.32e+02, 1.30e-01]), array([194.  , 169.  , 146.  ,   0.35]), array([203. , 180. , 158. ,   0.3]), array([2.13e+02, 1.92e+02, 1.73e+02, 1.50e-01]), array([2.48e+02, 2.45e+02, 2.40e+02, 6.00e-02])]",[194. 169. 146.],0.35,0.985
toppstiles,natural stone tile,84c8d6d6-9760-4e47-9330-ed278a6adc2b,27.24,8.85,13.13,0.67,marble,gloss,"[array([129.  ,  92.  ,  65.  ,   0.16]), array([164.  , 128.  ,  99.  ,   0.31]), array([190.  , 158.  , 130.  ,   0.31]), array([2.16e+02, 1.95e+02, 1.73e+02, 2.00e-01]), array([2.49e+02, 2.47e+02, 2.42e+02, 3.00e-02])]",[164. 128.  99.],0.31,0.9940000000000001
toppstiles,natural stone tile,08c83d2a-afe2-4eb1-841e-6b30d3dbbe01,19.26,29.43,58.79,1.11,wood,matt,"[array([1.31e+02, 1.13e+02, 9.80e+01, 3.00e-02]), array([178.  , 157.  , 138.  ,   0.29]), array([190.  , 172.  , 157.  ,   0.46]), array([2.02e+02, 1.89e+02, 1.78e+02, 1.90e-01]), array([2.46e+02, 2.44e+02, 2.42e+02, 4.00e-02])]",[190. 172. 157.],0.46,0.992
toppstiles,natural stone tile,d64dcf95-9cbc-4a83-863f-f9b7fabba4d6,20.46,34.32,16.65,1.47,limestone,gloss,"[array([1.51e+02, 1.24e+02, 9.10e+01, 9.00e-02]), array([169.  , 153.  , 131.  ,   0.25]), array([192.  , 181.  , 168.  ,   0.29]), array([215.  , 208.  , 200.  ,   0.22]), array([2.44e+02, 2.42e+02, 2.38e+02, 1.50e-01])]",[192. 181. 168.],0.29,0.982
toppstiles,natural stone tile,4510fafc-76ca-4abc-b63d-7217dca68907,21.4,43.5,38.73,0.41,porcelain,matt,"[array([1.55e+02, 1.33e+02, 1.01e+02, 3.00e-02]), array([1.99e+02, 1.77e+02, 1.43e+02, 1.80e-01]), array([211.  , 189.  , 156.  ,   0.56]), array([2.19e+02, 2.01e+02, 1.73e+02, 2.10e-01]), array([2.46e+02, 2.42e+02, 2.36e+02, 3.00e-02])]",[211. 189. 156.],0.56,0.9940000000000001
toppstiles,natural stone tile,85f7c41f-0d55-4901-a668-07b70f69cc2d,16.18,25.74,37.66,0.56,ceramic,matt,"[array([7.7e+01, 6.8e+01, 6.2e+01, 6.0e-02]), array([1.31e+02, 1.25e+02, 1.23e+02, 1.10e-01]), array([1.77e+02, 1.65e+02, 1.59e+02, 1.70e-01]), array([213.  , 198.  , 189.  ,   0.37]), array([236.  , 226.  , 220.  ,   0.29])]",[213. 198. 189.],0.37,0.997
toppstiles,natural stone tile,c2453a4e-bcd2-4fff-bad6-0d971a93a244,37.98,23.29,13.15,1.63,glass,matt,"[array([70.  , 76.  , 79.  ,  0.23]), array([80.  , 87.  , 90.  ,  0.43]), array([ 90.  ,  96.  , 100.  ,   0.24]), array([1.83e+02, 1.86e+02, 1.88e+02, 2.00e-02]), array([2.51e+02, 2.51e+02, 2.51e+02, 9.00e-02])]",[80. 87. 90.],0.43,0.992
toppstiles,natural stone tile,0058a7e9-ebfc-49b8-aff9-42ef88fd3a11,29.14,18.89,19.73,1.11,stone,matt,"[array([1.01e+02, 1.01e+02, 1.00e+02, 7.00e-02]), array([160.  , 146.  , 135.  ,   0.17]), array([187.  , 175.  , 164.  ,   0.25]), array([206.  , 197.  , 187.  ,   0.38]), array([2.27e+02, 2.21e+02, 2.14e+02, 1.30e-01])]",[206. 197. 187.],0.38,0.997
toppstiles,natural stone tile,8e5da804-b630-4bd7-85dd-58ed80ae2686,28.9,24.92,33.76,1.82,glass,gloss,"[array([99.  , 89.  , 84.  ,  0.21]), array([115.  , 109.  , 106.  ,   0.44]), array([132. , 126. , 123. ,   0.3]), array([1.87e+02, 1.85e+02, 1.83e+02, 2.00e-02]), array([2.47e+02, 2.46e+02, 2.46e+02, 3.00e-02])]",[115. 109. 106.],0.44,0.992
toppstiles,natural stone tile,5b948386-262d-4447-8eba-dedfaff73123,20.04,29.49,22.7,0.95,limestone,matt,"[array([1.89e+02, 1.69e+02, 1.51e+02, 1.40e-01]), array([200.  , 181.  , 166.  ,   0.29]), array([211. , 191. , 176. ,   0.4]), array([2.19e+02, 2.01e+02, 1.88e+02, 1.50e-01]), array([2.47e+02, 2.44e+02, 2.41e+02, 2.00e-02])]",[211. 191. 176.],0.4,0.996
toppstiles,natural stone tile,cd848bef-1715-489d-ace4-9e92b61bf752,27.7,32.09,30.05,1.63,terracotta,matt,"[array([36.  , 27.  , 19.  ,  0.12]), array([1.03e+02, 7.70e+01, 5.00e+01, 9.00e-02]), array([1.65e+02, 1.38e+02, 1.06e+02, 1.10e-01]), array([205.  , 188.  , 165.  ,   0.32]), array([233.  , 223.  , 209.  ,   0.35])]",[233. 223. 209.],0.35,0.997
toppstiles,natural stone tile,a1bcb006-b080-4901-a5ee-15018fb08eb3,2.13,33.57,27.69,1.52,marble,gloss,"[array([1.27e+02, 1.12e+02, 9.90e+01, 3.00e-02]), array([2.04e+02, 1.81e+02, 1.63e+02, 1.20e-01]), array([220.  , 200.  , 185.  ,   0.33]), array([232.  , 215.  , 204.  ,   0.37]), array([2.40e+02, 2.32e+02, 2.25e+02, 1.60e-01])]",[232. 215. 204.],0.37,0.995
toppstiles,natural stone tile,0b2f661b-76df-4789-a0b2-db31ecb95249,37.75,31.28,16.83,0.18,porcelain,matt,"[array([84.  , 75.  , 71.  ,  0.16]), array([104.  ,  96.  ,  93.  ,   0.35]), array([121.  , 114.  , 112.  ,   0.32]), array([142.  , 136.  , 135.  ,   0.16]), array([2.38e+02, 2.38e+02, 2.36e+02, 1.00e-02])]",[104.  96.  93.],0.35,0.997
toppstiles,natural stone tile,fb310bf0-b21d-439c-9ff3-a7e1551a96c8,32.08,32.05,15.6,0.37,porcelain,matt,"[array([23.  , 25.  , 28.  ,  0.37]), array([59.  , 61.  , 65.  ,  0.25]), array([101.  , 104.  , 107.  ,   0.19]), array([1.49e+02, 1.52e+02, 1.55e+02, 1.30e-01]), array([2.09e+02, 2.11e+02, 2.13e+02, 6.00e-02])]",[23. 25. 28.],0.37,0.997
toppstiles,natural stone tile,592485bd-145d-4cab-bfb0-42347e905432,20.61,3.73,19.51,0.08,terracotta,matt,"[array([66.  , 63.  , 51.  ,  0.32]), array([84.  , 80.  , 62.  ,  0.36]), array([104.  ,  97.  ,  74.  ,   0.24]), array([1.31e+02, 1.20e+02, 9.40e+01, 8.00e-02]), array([2.23e+02, 2.23e+02, 2.18e+02, 1.00e-02])]",[84. 80. 62.],0.36,0.995
toppstiles,natural stone tile,8ef82d29-1447-4c8e-afc3-564a9a906c84,13.42,19.38,34.31,1.43,glass,gloss,"[array([1.21e+02, 1.18e+02, 1.07e+02, 3.00e-02]), array([1.63e+02, 1.60e+02, 1.50e+02, 9.00e-02]), array([203.  , 202.  , 198.  ,   0.21]), array([222.  , 221.  , 217.  ,   0.59]), array([2.47e+02, 2.46e+02, 2.44e+02, 7.00e-02])]",[222. 221. 217.],0.59,0.996
toppstiles,natural stone tile,58f23b23-7d7b-45b0-8676-6f10192cfd22,20.69,39.39,51.86,1.04,stone,gloss,"[array([6.9e+01, 6.1e+01, 5.3e+01, 3.0e-02]), array([156. , 129. , 106. ,   0.2]), array([179.  , 160.  , 144.  ,   0.24]), array([211.  , 191.  , 175.  ,   0.35]), array([2.35e+02, 2.23e+02, 2.13e+02, 1.80e-01])]",[211. 191. 175.],0.35,0.997
toppstiles,natural stone tile,ca8b8615-a43a-4a89-ac6b-5b69c1b9ab2b,17.37,16.43,30.54,2.01,terracotta,gloss,"[array([1.5e+02, 8.0e+01, 5.7e+01, 1.4e-01]), array([170.  , 104.  ,  79.  ,   0.34]), array([183.  , 121.  ,  97.  ,   0.39]), array([1.94e+02, 1.43e+02, 1.23e+02, 1.00e-01]), array([2.30e+02, 2.19e+02, 2.13e+02, 3.00e-02])]",[183. 121.  97.],0.39,0.9940000000000001
toppstiles,natural stone tile,95baf707-3896-47ef-8202-e88f3efbcae0,8.95,19.13,32.91,0.06,marble,gloss,"[array([1.14e+02, 1.07e+02, 9.20e+01, 7.00e-02]), array([154.  , 143.  , 125.  ,   0.24]), array([177.  , 165.  , 146.  ,   0.44]), array([195.  , 186.  , 171.  ,   0.21]), array([2.48e+02, 2.47e+02, 2.45e+02, 3.00e-02])]",[177. 165. 146.],0.44,0.9940000000000001
toppstiles,natural stone tile,b1938922-39b2-4828-8c27-83b24bc9f5c7,24.09,28.21,32.63,0.36,terracotta,gloss,"[array([1.05e+02, 8.80e+01, 7.50e+01, 2.00e-02]), array([1.64e+02, 1.46e+02, 1.31e+02, 5.00e-02]), array([210.  , 187.  , 169.  ,   0.24]), array([224. , 208. , 196. ,   0.5]), array([2.39e+02, 2.29e+02, 2.22e+02, 1.90e-01])]",[224. 208. 196.],0.5,0.995
toppstiles,natural stone tile,47d3f8ec-60af-4b5d-b989-ce3cf955a006,29.35,21.29,18.65,1.12,limestone,matt,"[array([7.8e+01, 6.4e+01, 5.5e+01, 2.0e-02]), array([1.57e+02, 1.44e+02, 1.35e+02, 7.00e-02]), array([203.  , 188.  , 176.  ,   0.36]), array([224.  , 209.  , 199.  ,   0.43]), array([2.48e+02, 2.43e+02, 2.39e+02, 1.20e-01])]",[224. 209. 199.],0.43,0.992
toppstiles,natural stone tile,cbc71f4f-c101-426b-8748-e0c5088ed4b5,16.78,10.66,3.8,0.73,quartz,gloss,"[array([30.  , 29.  , 28.  ,  0.19]), array([91.  , 85.  , 78.  ,  0.12]), array([1.52e+02, 1.41e+02, 1.26e+02, 1.20e-01]), array([183.  , 182.  , 178.  ,   0.23]), array([219.  , 220.  , 219.  ,   0.34])]",[219. 220. 219.],0.34,0.998
toppstiles,natural stone tile,b560547a-434b-449d-bd6c-410462bbf8d1,10.37,14.7,45.52,0.67,quartz,matt,"[array([52.  , 51.  , 47.  ,  0.13]), array([88.  , 96.  , 92.  ,  0.17]), array([1.13e+02, 1.52e+02, 1.52e+02, 1.00e-01]), array([190.  , 194.  , 195.  ,   0.25]), array([232.  , 232.  , 234.  ,   0.35])]",[232. 232. 234.],0.35,0.998
toppstiles,natural stone tile,de577864-2765-4d6a-8dc8-ad8c24d6fd15,20.27,52.13,22.29,1.11,terracotta,matt,"[array([51. , 55. , 49. ,  0.1]), array([81.  , 98.  , 98.  ,  0.14]), array([137. , 131. , 127. ,   0.4]), array([1.87e+02, 1.86e+02, 1.79e+02, 1.50e-01]), array([2.31e+02, 2.32e+02, 2.27e+02, 2.10e-01])]",[137. 131. 127.],0.4,0.998
toppstiles,natural stone tile,42c26b41-efa8-4d54-94a5-9ba6aa59ae79,19.92,21.27,23.29,1.29,wood,matt,"[array([1.15e+02, 9.70e+01, 8.40e+01, 9.00e-02]), array([171.  , 137.  , 112.  ,   0.21]), array([197.  , 165.  , 136.  ,   0.29]), array([2.15e+02, 1.91e+02, 1.67e+02, 2.10e-01]), array([2.43e+02, 2.22e+02, 2.03e+02, 2.00e-01])]",[197. 165. 136.],0.29,0.996
toppstiles,natural stone tile,4cd8570c-6042-40c5-a395-34d18a1d855a,13.22,28.65,4.13,0.07,quartz,gloss,"[array([8.  , 7.  , 7.  , 0.22]), array([28.  , 26.  , 27.  ,  0.45]), array([50.  , 46.  , 43.  ,  0.26]), array([1.32e+02, 8.10e+01, 4.50e+01, 5.00e-02]), array([2.04e+02, 1.85e+02, 1.54e+02, 2.00e-02])]",[28. 26. 27.],0.45,0.998
toppstiles,natural stone tile,e0cc9f21-224b-40a5-bc7e-0909f092d69f,23.74,22.65,44.61,0.14,granite,matt,"[array([124.  , 100.  ,  81.  ,   0.17]), array([126.  , 141.  , 151.  ,   0.23]), array([172. , 145. , 125. ,   0.2]), array([202.  , 178.  , 159.  ,   0.25]), array([2.30e+02, 2.15e+02, 2.05e+02, 1.50e-01])]",[202. 178. 159.],0.25,0.998
toppstiles,natural stone tile,49c71907-f286-485c-a87a-85d77c7808ad,19.57,42.75,38.59,0.63,glass,matt,"[array([49.  , 46.  , 43.  ,  0.21]), array([75.  , 74.  , 70.  ,  0.12]), array([1.68e+02, 1.64e+02, 1.59e+02, 9.00e-02]), array([201.  , 197.  , 194.  ,   0.34]), array([228.  , 224.  , 222.  ,   0.25])]",[201. 197. 194.],0.34,0.998
toppstiles,natural stone tile,e7eb13d5-a3c0-4545-8dd1-baf5d06447f4,20.67,17.63,54.74,0.65,limestone,matt,"[array([5.8e+01, 5.6e+01, 3.3e+01, 4.0e-02]), array([1.20e+02, 1.13e+02, 8.80e+01, 4.00e-02]), array([1.63e+02, 1.61e+02, 1.50e+02, 8.00e-02]), array([189.  , 190.  , 185.  ,   0.28]), array([214.  , 218.  , 214.  ,   0.55])]",[214. 218. 214.],0.55,0.998
toppstiles,natural stone tile,52fb6623-eaee-4599-b3a4-043b3802fc4e,27.77,45.28,29.19,0.75,glass,gloss,"[array([85.  , 73.  , 69.  ,  0.15]), array([118.  , 102.  ,  95.  ,   0.29]), array([163.  , 141.  , 121.  ,   0.18]), array([190.  , 169.  , 148.  ,   0.34]), array([2.24e+02, 2.14e+02, 2.11e+02, 4.00e-02])]",[190. 169. 148.],0.34,0.998
toppstiles,natural stone tile,faeeaf4e-25fe-49f2-aedf-05d60d8b2fbb,27.99,24.19,21.2,1.1,limestone,matt,"[array([40.  , 32.  , 15.  ,  0.08]), array([1.03e+02, 9.30e+01, 5.10e+01, 7.00e-02]), array([173.  , 158.  , 111.  ,   0.31]), array([197.  , 183.  , 141.  ,   0.25]), array([230.  , 213.  , 179.  ,   0.29])]",[173. 158. 111.],0.31,0.998
toppstiles,natural stone tile,16f65c2d-dca9-48d8-b6d5-338ac9103792,18.06,37.18,25.15,0.8,wood,matt,"[array([47.  , 38.  , 29.  ,  0.07]), array([1.2e+02, 9.7e+01, 7.5e+01, 8.0e-02]), array([171.  , 139.  , 114.  ,   0.19]), array([197. , 162. , 136. ,   0.4]), array([217.  , 182.  , 159.  ,   0.26])]",[197. 162. 136.],0.4,0.998
toppstiles,natural stone tile,3fcc0dab-6f2d-428d-afd8-18a5901f4aa7,29.62,32.16,23.8,1.55,glass,matt,"[array([52.  , 40.  , 29.  ,  0.16]), array([93.  , 82.  , 68.  ,  0.21]), array([136.  , 119.  , 101.  ,   0.18]), array([168.  , 162.  , 149.  ,   0.25]), array([2.01e+02, 1.95e+02, 1.83e+02, 2.00e-01])]",[168. 162. 149.],0.25,0.998
toppstiles,natural stone tile,9f469ee3-2895-49a2-8da2-02e1b70c2d04,0.12,18.92,2.44,0.7,quartz,gloss,"[array([72. , 45. , 31. ,  0.1]), array([122.  , 115.  , 107.  ,   0.16]), array([154.  , 151.  , 145.  ,   0.29]), array([191.  , 187.  , 183.  ,   0.24]), array([2.22e+02, 2.20e+02, 2.19e+02, 2.10e-01])]",[154. 151. 145.],0.29,0.9940000000000001
toppstiles,natural stone tile,0933e803-f917-4a9d-9917-e1f35a352286,45.83,23.07,26.54,1.34,porcelain,gloss,"[array([7.5e+01, 7.1e+01, 4.6e+01, 5.0e-02]), array([123.  , 117.  , 100.  ,   0.16]), array([1.63e+02, 1.58e+02, 1.46e+02, 1.50e-01]), array([188.  , 187.  , 182.  ,   0.37]), array([219.  , 219.  , 218.  ,   0.27])]",[188. 187. 182.],0.37,0.998
toppstiles,natural stone tile,bda890e3-5551-4e07-898a-0e0b7234d235,32.38,23.21,12.0,0.54,limestone,gloss,"[array([30.  , 30.  , 34.  ,  0.14]), array([7.3e+01, 6.2e+01, 6.2e+01, 7.0e-02]), array([1.45e+02, 1.17e+02, 1.14e+02, 5.00e-02]), array([184.  , 172.  , 169.  ,   0.19]), array([214.  , 203.  , 208.  ,   0.55])]",[214. 203. 208.],0.55,0.998
toppstiles,natural stone tile,2e16b1a8-f96d-4a53-924c-50708a634ba5,26.98,37.02,26.72,0.84,porcelain,gloss,"[array([68.  , 49.  , 26.  ,  0.23]), array([101.  ,  84.  ,  56.  ,   0.26]), array([142.  , 130.  , 110.  ,   0.15]), array([182.  , 175.  , 166.  ,   0.28]), array([2.37e+02, 2.35e+02, 2.33e+02, 9.00e-02])]",[182. 175. 166.],0.28,0.998
toppstiles,natural stone tile,f9de5cab-89de-46bd-93f9-c2346d431bdd,19.09,27.08,24.12,0.25,glass,gloss,"[array([45.  , 28.  , 12.  ,  0.26]), array([93.  , 77.  , 55.  ,  0.13]), array([1.41e+02, 1.21e+02, 9.40e+01, 8.00e-02]), array([178.  , 171.  , 162.  ,   0.24]), array([202.  , 197.  , 192.  ,   0.29])]",[202. 197. 192.],0.29,0.998
toppstiles,natural stone tile,e8bfc423-ada6-4c7a-8d2d-76cef40f9c65,26.01,23.63,36.5,0.41,quartz,gloss,"[array([35.  , 31.  , 28.  ,  0.11]), array([109.  ,  92.  ,  72.  ,   0.14]), array([159.  , 143.  , 123.  ,   0.23]), array([192.  , 184.  , 172.  ,   0.28]), array([227.  , 226.  , 222.  ,   0.23])]",[192. 184. 172.],0.28,0.998
toppstiles,natural stone tile,45848574-1210-4cac-970f-dbf8b154a207,23.85,27.5,25.51,1.55,porcelain,gloss,"[array([13.  , 19.  , 45.  ,  0.28]), array([72. , 76. , 94. ,  0.1]), array([146.  , 147.  , 144.  ,   0.19]), array([182.  , 186.  , 185.  ,   0.21]), array([208.  , 211.  , 210.  ,   0.22])]",[13. 19. 45.],0.28,0.998
toppstiles,natural stone tile,d1d5a7d2-f6a2-4317-a3fc-43a9e398df0a,17.65,36.85,42.96,1.54,ceramic,matt,"[array([149.  , 135.  , 117.  ,   0.15]), array([168. , 156. , 139. ,   0.3]), array([183.  , 173.  , 157.  ,   0.34]), array([199. , 192. , 178. ,   0.2]), array([2.45e+02, 2.44e+02, 2.41e+02, 2.00e-02])]",[183. 173. 157.],0.34,0.997
toppstiles,natural stone tile,49115d8b-a047-4147-87d9-4bb4ee3ee739,25.5,13.24,15.84,0.8,quartz,gloss,"[array([69.  , 65.  , 58.  ,  0.23]), array([103.  , 102.  , 102.  ,   0.31]), array([137. , 137. , 136. ,   0.2]), array([175.  , 175.  , 175.  ,   0.18]), array([2.27e+02, 2.27e+02, 2.29e+02, 7.00e-02])]",[103. 102. 102.],0.31,0.998
toppstiles,natural stone tile,4f8b5e75-c119-4118-a090-a41fbbebf9d4,35.84,31.0,34.58,0.45,quartz,matt,"[array([1.41e+02, 1.37e+02, 1.25e+02, 1.40e-01]), array([165.  , 160.  , 149.  ,   0.28]), array([186.  , 181.  , 170.  ,   0.31]), array([2.08e+02, 2.03e+02, 1.92e+02, 2.00e-01]), array([2.48e+02, 2.48e+02, 2.45e+02, 8.00e-02])]",[186. 181. 170.],0.31,0.985
toppstiles,natural stone tile,a9d2d5bc-9423-42de-a43c-5e9423d6f664,26.12,22.47,27.9,0.61,marble,gloss,"[array([34. , 20. , 11. ,  0.1]), array([100.  ,  75.  ,  50.  ,   0.14]), array([147.  , 124.  ,  96.  ,   0.42]), array([181.  , 163.  , 142.  ,   0.24]), array([2.34e+02, 2.23e+02, 2.12e+02, 1.10e-01])]",[147. 124.  96.],0.42,0.998
toppstiles,natural stone tile,4b078d8a-d59d-44cc-b58e-10602539e356,31.9,25.89,1.93,0.96,porcelain,gloss,"[array([54.  , 49.  , 47.  ,  0.07]), array([85.  , 87.  , 82.  ,  0.28]), array([106.  , 107.  , 102.  ,   0.27]), array([1.86e+02, 1.79e+02, 1.75e+02, 7.00e-02]), array([224. , 220. , 222. ,   0.3])]",[224. 220. 222.],0.3,0.998
